provinsi,kabupaten_kota,derajat_desentralisasi_2023,rasio_kemandirian_2023,tingkat_penyerapan_pendapatan,tingkat_penyerapan_belanja,rasio_pajak,rasio_efektivitas_pad,rasio_efektivitas_pajak,rasio_belanja_thd_pendapatan,log_derajat_desentralisasi_2023,log_rasio_kemandirian_2023,log_tingkat_penyerapan_pendapatan,log_tingkat_penyerapan_belanja,log_rasio_pajak,log_rasio_efektivitas_pad,log_rasio_efektivitas_pajak,log_rasio_belanja_thd_pendapatan
Jawa Tengah,Kab. Brebes,15.61,18.6,101.66,94.56,5.85,100.86,102.61,97.2,2.8100049236252036,2.975529566236472,4.631422557132157,4.559754322457609,1.9242486522741338,4.623599321456458,4.640633850263661,4.58700621536042
Jawa Tengah,Kab. Cilacap,22.11,28.63,100.62,97.77,8.52,101.44,101.76,100.71,3.1402654242862895,3.388787361585474,4.621240366165586,4.592793914920036,2.253394848803274,4.629277261331325,4.632396172241683,4.622125626637505
Jawa Tengah,Kab. Demak,21.02,26.79,100.98,97.19,8.04,110.03,113.79,100.27,3.091951131294534,3.3246762437544124,4.62477671562701,4.586904377181199,2.201659174404085,4.709800435066175,4.743104372077405,4.617790217344194
Jawa Tengah,Kab. Grobogan,16.21,19.41,104.17,101.96,6.19,117.68,127.32,99.79,2.845490610223448,3.0160249768217535,4.655578088531937,4.634340563287871,1.9726911717329554,4.7764307954226215,4.8545271441182045,4.613039144366787
Jawa Tengah,Kab. Jepara,19.04,23.57,98.03,96.6,7.71,89.08,77.14,103.77,2.997730276216664,3.201526186533088,4.5954228345332115,4.580877493419047,2.1644717908644115,4.50069816439138,4.358502089626924,4.651767471364874
Jawa Tengah,Kab. Karanganyar,19.59,24.45,104.78,102.5,10.46,115.41,125.25,101.94,3.0248055210396982,3.2367157429965316,4.6613614656378335,4.639571612705423,2.4388627112865935,4.75711844226015,4.838264068155469,4.6341462942246086
Jawa Tengah,Kab. Kebumen,15.98,19.03,103.4,102.65,4.73,107.19,110.51,102.62,2.8320361808832013,2.997231149677727,4.648229675448539,4.641019838881789,1.7457155307266483,4.683888940699482,4.7141142729772705,4.640730361386642
Jawa Tengah,Kab. Kendal,22.17,28.61,98.75,96.2,12.16,90.47,90.58,100.9,3.142858338444285,3.3881121421135,4.602667055769973,4.576770711466393,2.5771819258971713,4.516011049668273,4.5172129072289495,4.623991940228679
Jawa Tengah,Kab. Klaten,12.69,14.62,105.45,100.95,6.2,111.86,131.07,106.39,2.6166656393003573,2.7485521444115397,4.667675391339489,4.624482497020464,1.9740810260220096,4.726148112540994,4.883332085055713,4.676467067870125
Jawa Tengah,Kab. Kudus,22.07,28.34,110.61,106.24,8.07,116.92,106.54,104.77,3.138533072185662,3.3789517727148355,4.715010651667623,4.675069313367758,2.2049722641270453,4.770006428441026,4.6778628713815325,4.6612669253399615
Jawa Tengah,Kab. Magelang,18.09,22.28,103.79,98.77,7.37,107.55,115.72,104.44,2.949164637737656,3.147594622863237,4.65195834748685,4.602867536925416,2.124653884501384,4.6872108963243,4.7597779042145305,4.658142070754197
Jawa Tengah,Kab. Pati,15.99,19.04,104.73,99.92,5.68,125.21,131.06,97.81,2.8326249356838407,2.997730276216664,4.660888674744435,4.614328123772857,1.8991179875485542,4.837947186270539,4.883256364766425,4.593198814206872
Jawa Tengah,Kab. Pekalongan,15.55,18.92,99.73,98.8,5.0,83.96,98.66,99.11,2.806386101823072,2.991724252156452,4.612443669954589,4.603168183317418,1.791759469228055,4.442180557493629,4.601764392853259,4.606269581431392
Jawa Tengah,Kab. Pemalang,12.16,14.16,100.0,96.44,4.52,99.08,118.83,98.72,2.5771819258971713,2.7186603802142257,4.61512051684126,4.579236803961587,1.7083778602890038,4.605969866158656,4.786074071694426,4.6023662586553575
Jawa Tengah,Kab. Purbalingga,16.5,19.88,102.86,99.51,3.86,113.33,103.29,100.1,2.8622008809294686,3.038791763014438,4.6430438384161725,4.610257225036649,1.5810384379124023,4.739089003553879,4.6471754801331215,4.616110126026426
Jawa Tengah,Kab. Purworejo,16.84,20.26,99.05,95.77,4.53,92.62,109.8,101.18,2.8814431271518632,3.056827372913802,4.605670061029742,4.572337028892851,1.7101878155342434,4.539244035871924,4.707726774313183,4.626735963902652
Jawa Tengah,Kab. Rembang,18.05,22.05,97.92,94.67,6.04,90.66,73.74,101.78,2.94706710157271,3.1376657694426577,4.594311442653216,4.560904769690076,1.951608170169951,4.518086079080978,4.314015424057338,4.632590781564083
Jawa Tengah,Kab. Semarang,22.15,28.45,98.02,94.9,10.6,88.63,86.82,101.26,3.1419947805322432,3.3826939100975957,4.595321849933277,4.563305981889393,2.451005098112319,4.4956900853692705,4.475289265133571,4.627518589651853
Jawa Tengah,Kab. Sragen,17.63,21.45,106.54,101.1,6.22,111.2,136.53,108.74,2.924773184613497,3.1112906141882632,4.6778628713815325,4.625952725170619,1.9768549529047348,4.720282993088596,4.9238420751266165,4.69811393163083
Jawa Tengah,Kab. Sukoharjo,24.86,33.11,111.48,98.77,14.91,146.09,170.21,103.45,3.2526973733437115,3.5295905964305545,4.722775428062355,4.602867536925416,2.7669478423496954,4.991044644331252,5.142890873216727,4.648708488002574
Jawa Tengah,Kab. Tegal,19.67,24.6,100.45,96.43,6.87,96.91,86.66,101.18,3.028683373693677,3.242592351485517,4.619566066271823,4.57913417143725,2.063058062429312,4.5840486893659795,4.473465694990663,4.626735963902652
Jawa Tengah,Kab. Temanggung,17.48,21.18,106.48,100.86,3.98,115.33,114.63,101.92,2.916689066213538,3.099190981922221,4.6773047837472905,4.623599321456458,1.6054298910365616,4.756430979828675,4.75039543814087,4.6339519874135435
Jawa Tengah,Kab. Wonogiri,11.48,12.98,102.45,97.43,3.05,112.32,129.93,98.71,2.5241273629412815,2.637627736805664,4.639088404191552,4.58934563564112,1.3987168811184478,4.730215674962316,4.874662829239662,4.602265972840701
Jawa Tengah,Kab. Wonosobo,12.98,15.34,102.17,101.33,3.18,109.72,118.5,102.37,2.637627736805664,2.7936160894318567,4.6363781131122845,4.628202885098664,1.430311246536665,4.707004491869359,4.783316371371566,4.638314784580394
Jawa Tengah,Kota Magelang,32.06,47.33,107.23,100.69,5.73,116.89,134.36,100.7,3.498324092392878,3.8780524858569927,4.684258592307055,4.621928969803046,1.9065751436566365,4.769751986304036,4.907937895857914,4.622027303054514
Jawa Tengah,Kota Pekalongan,25.61,34.5,106.26,102.33,11.22,109.36,116.08,100.33,3.281287084989598,3.56953269648137,4.675255793554779,4.637927750226264,2.503073953743449,4.703747749349085,4.762857461823685,4.618382517460226
Jawa Tengah,Kota Salatiga,28.82,40.5,108.92,103.75,8.37,125.46,126.1,102.79,3.3951793093365925,3.7256934272366524,4.699752828474039,4.6515765588022475,2.2375130962503307,4.839926052630467,4.844974178195408,4.642369626977198
Jawa Tengah,Kota Semarang,52.97,112.61,110.86,107.16,39.84,98.93,97.39,99.77,3.9884283366305513,4.732771530581813,4.717248089393442,4.683611612294654,3.7096619932964647,4.604469940873698,4.588939172877674,4.612840692292311
Jawa Tengah,Kota Surakarta,34.55,52.83,94.43,89.09,22.18,83.75,84.43,105.94,3.5709401562492498,3.985830932572866,4.558392994429163,4.500809170663349,3.1432898379116057,4.43970574626056,4.447697327163527,4.672267929520586
Jawa Tengah,Kota Tegal,32.01,47.08,94.81,87.74,11.09,80.92,87.87,102.17,3.4968105458651015,3.872866290226952,4.562367063662782,4.4857107459507635,2.492378664626701,4.4057431612911975,4.487174627750384,4.6363781131122845
Jawa Timur,Kab. Bangkalan,17.13,20.67,102.02,97.67,2.88,131.43,107.16,99.69,2.8975680247667595,3.075928815548268,4.634923144137439,4.591780948869076,1.355835153635182,4.8860542039388735,4.683611612294654,4.612046489927524
Jawa Timur,Kab. Banyuwangi,16.82,20.61,106.25,111.89,8.37,98.74,115.48,107.19,2.8803214220426634,3.0731561705187946,4.675162557808126,4.726413893273455,2.2375130962503307,4.602566800117977,4.757719584448376,4.683888940699482
Jawa Timur,Kab. Blitar,16.36,19.56,104.48,99.65,5.11,107.38,98.33,104.1,2.854168709232204,3.0233474405869645,4.658521361485086,4.611649152085801,1.809926773183504,4.685643570137968,4.598447640227264,4.6549122778829055
Jawa Timur,Kab. Bojonegoro,14.55,17.29,115.28,91.02,2.81,97.28,123.11,105.51,2.744060638625243,2.906354462402774,4.756001075690675,4.522005944727322,1.3376291891386096,4.587820547652979,4.82116826914143,4.6682388774550745
Jawa Timur,Kab. Bondowoso,10.6,12.1,101.58,98.31,2.18,95.99,90.13,101.41,2.451005098112319,2.5726122302071057,4.630642981961122,4.598246270915268,1.1568811967920856,4.574607880405451,4.5122870585080355,4.628984364087346
Jawa Timur,Kab. Gresik,34.28,52.24,88.11,83.67,23.22,72.69,84.38,100.07,3.5633162311385904,3.974809993526911,4.4898715616246285,4.438761347654186,3.1871787381249463,4.299867104778908,4.447111881329816,4.615813346086571
Jawa Timur,Kab. Jember,19.32,23.95,100.88,90.05,7.28,89.75,83.21,96.08,3.011605622710281,3.2168738221975275,4.623795650111256,4.511408806173617,2.1138429683971682,4.5081084731449605,4.433313679041901,4.5755353808584
Jawa Timur,Kab. Jombang,21.19,26.88,108.03,100.12,6.27,117.49,125.8,99.19,3.0996417369445024,3.327909585892323,4.69162307371829,4.6163079303985475,1.9837562915454279,4.7748285688286485,4.842611042003125,4.607068383271171
Jawa Timur,Kab. Kediri,20.11,25.17,111.35,97.23,8.5,127.12,111.7,103.97,3.0497468618602293,3.2646137165420543,4.721618998631338,4.5873116676867784,2.2512917986064953,4.852967324740957,4.724729421045731,4.653674595047707
Jawa Timur,Kab. Lamongan,16.47,19.73,99.18,99.41,4.99,107.04,104.49,98.51,2.8604851241459652,3.0315819264476884,4.606968567929471,4.609261803891345,1.7900914121273581,4.682501528924415,4.658616161693717,4.600258141627071
Jawa Timur,Kab. Lumajang,15.91,18.95,103.99,89.98,4.84,102.2,86.75,98.2,2.827905162910489,2.9932291433358724,4.65386510752685,4.510639702141858,1.7647307968401356,4.636668853047462,4.4744918623459755,4.597138014290827
Jawa Timur,Kab. Madiun,15.44,18.32,105.46,101.59,4.79,115.51,114.91,101.01,2.7997173896280336,2.961140828784372,4.667769327744611,4.630740462099621,1.7561322915849038,4.757977106231849,4.752814027900653,4.625070847694428
Jawa Timur,Kab. Magetan,12.19,14.13,105.27,99.88,3.69,101.31,108.43,103.65,2.579458966729223,2.7166795278002644,4.6659830253846035,4.613931691656664,1.545432582458188,4.6280074198908485,4.695285075430352,4.650621448892009
Jawa Timur,Kab. Malang,19.17,25.9,100.05,90.8,10.38,81.8,95.27,98.37,3.0041963519661206,3.292126286607793,4.61561544384963,4.519612297626445,2.431857428698185,4.416428061391214,4.567156743789875,4.598850257243272
Jawa Timur,Kab. Mojokerto,25.15,33.61,104.08,100.33,14.17,103.68,93.39,104.08,3.263849190510932,3.544142657647253,4.654721964817339,4.618382517460226,2.719319793360441,4.650908077661946,4.547435135336853,4.654721964817339
Jawa Timur,Kab. Nganjuk,14.98,18.01,116.71,105.07,5.56,112.42,126.22,100.6,2.7713379403381286,2.944965156500338,4.768223972424389,4.664099253517379,1.8809906029559975,4.731097742585882,4.845917871250658,4.6210435351443815
Jawa Timur,Kab. Ngawi,12.8,14.75,100.61,97.76,3.94,111.89,120.95,101.57,2.624668592163159,2.7568403652716422,4.62114195549779,4.592692664476979,1.597365331199831,4.726413893273455,4.80361112466193,4.630545492319319
Jawa Timur,Kab. Pacitan,12.48,14.27,104.39,107.12,2.54,107.14,108.33,103.58,2.601207105484161,2.725890119230541,4.657667754945845,4.683241721408247,1.264126727145683,4.683426683953859,4.694370831446394,4.649952328759984
Jawa Timur,Kab. Pamekasan,14.97,17.61,104.47,92.71,2.65,123.65,101.33,99.76,2.770711962226921,2.9236990706541595,4.658426552288523,4.540204907135732,1.2947271675944,4.825509809969567,4.628202885098664,4.61274145148441
Jawa Timur,Kab. Pasuruan,22.56,29.88,104.09,95.42,13.76,121.26,116.93,102.04,3.159550358783386,3.4301087251565754,4.654817125877505,4.568713648977476,2.6919208191723265,4.80614992460058,4.770091228101879,4.635117262356044
Jawa Timur,Kab. Ponorogo,15.65,18.58,102.65,97.04,5.5,117.06,132.43,107.05,2.812410216426453,2.9745086371023644,4.641019838881789,4.585375558659912,1.8718021769015913,4.771192969812543,4.893576995754329,4.682594082952895
Jawa Timur,Kab. Probolinggo,13.06,15.04,106.72,100.36,3.87,117.09,128.67,103.34,2.643333886382519,2.7750856024383683,4.679535267943399,4.618678536012884,1.5830939370944985,4.77144704561319,4.864992761560793,4.647654797594247
Jawa Timur,Kab. Sampang,16.49,19.75,107.62,102.25,1.83,173.66,107.22,99.41,2.8616292890305104,3.0325462466767075,4.687855552606699,4.637153231841142,1.0402767116551463,5.162841226985587,4.684166192214589,4.609261803891345
Jawa Timur,Kab. Sidoarjo,40.85,69.15,105.41,95.99,25.95,105.98,115.28,99.63,3.7340917969354845,4.25063580654847,4.6672995574536404,4.574607880405451,3.2939832973550063,4.672641901103104,4.756001075690675,4.611450423945242
Jawa Timur,Kab. Situbondo,14.66,17.18,104.33,99.28,3.3,94.61,89.51,104.7,2.751109690562657,2.900322088749333,4.6570982788484505,4.607966273290093,1.4586150226995167,4.560277417097355,4.505460341839079,4.660604892876192
Jawa Timur,Kab. Sumenep,11.55,13.14,106.8,98.68,1.85,122.51,127.43,100.47,2.529720665577793,2.6490076604684267,4.680277658474897,4.601965055039143,1.0473189942805592,4.816322124449923,4.855384008824965,4.6197631882909915
Jawa Timur,Kab. Trenggalek,14.21,16.64,103.86,104.02,2.95,95.49,126.82,103.15,2.7219531062712017,2.8701690505786455,4.652626127144386,4.654150808209713,1.3737155789130306,4.569439376032292,4.850623024222136,4.645832167706981
Jawa Timur,Kab. Tuban,20.32,25.51,109.47,111.67,10.66,110.93,103.85,106.62,3.0596455992976437,3.277522020300934,4.704743990884184,4.724463192176074,2.4561641809223462,4.717873675901176,4.652530757347929,4.678606504061274
Jawa Timur,Kab. Tulungagung,25.31,33.89,110.39,106.62,4.88,127.49,115.22,102.59,3.269949095052201,3.5522002551986827,4.713037556857098,4.678606504061274,1.7715567619105355,4.855851080295389,4.755484946646959,4.640440800070011
Jawa Timur,Kota Batu,21.21,27.19,103.92,99.92,19.43,88.91,95.3,105.99,3.100542637906336,3.338967305126021,4.653198154998673,4.614328123772857,3.0170044088295307,4.498809169996681,4.56746831880408,4.672735372150515
Jawa Timur,Kota Blitar,18.48,22.94,102.34,93.91,6.07,93.32,124.88,103.25,2.969388298214389,3.1755507001298273,4.638024522859038,4.5529290741424004,1.9558604799084813,4.546693256229116,4.835329072196206,4.646791860678911
Jawa Timur,Kota Kediri,23.76,31.16,107.19,89.79,9.45,111.25,112.32,105.98,3.2092294478163956,3.4707234443107655,4.683888940699482,4.508549147383666,2.34660197841082,4.720728526622364,4.730215674962316,4.672641901103104
Jawa Timur,Kota Madiun,22.87,29.64,104.35,94.61,10.16,100.16,123.38,106.92,3.1726224403507386,3.4223063448723905,4.6572881402501976,4.560277417097355,2.412335956953165,4.616703421801764,4.823341395675743,4.6813902118995
Jawa Timur,Kota Malang,33.78,51.02,91.53,92.35,26.03,67.18,61.04,110.74,3.549042508926137,3.9516282600205055,4.527532916260939,4.536355869987732,3.2969473602883563,4.222151266709757,4.127779338308338,4.716174744031003
Jawa Timur,Kota Mojokerto,24.49,32.86,105.19,96.37,6.79,113.88,115.75,110.45,3.238286218388024,3.522234376704989,4.665229942415754,4.578518154990665,2.052840859882657,4.743888105299914,4.760034896549007,4.713576059831878
Jawa Timur,Kota Pasuruan,18.01,22.26,103.35,88.74,5.57,111.49,103.36,107.34,2.944965156500338,3.1467351470905185,4.647750633523209,4.496916600547837,1.8825138324965192,4.722864328804734,4.647846460268528,4.685274430229753
Jawa Timur,Kota Probolinggo,21.66,27.65,108.99,98.86,5.85,104.24,95.97,105.0,3.12060125559986,3.3551534431607486,4.700389452569025,4.603769205072463,1.9242486522741338,4.656243456172092,4.574401652316455,4.663439094112067
Jawa Timur,Kota Surabaya,60.09,150.58,90.57,84.42,47.51,87.51,89.03,99.36,4.112348186661675,5.021113538383883,4.517103707119641,4.44758026541332,3.8817699622571253,4.483115539980786,4.500142948120385,4.608763721498222
Kalimantan Barat,Kab. Bengkayang,6.56,7.02,101.18,100.23,1.65,106.27,82.91,104.09,2.0228711901914416,2.081938421878423,4.626735963902652,4.6173951556106605,0.9745596399981308,4.675349020609338,4.4297447958819784,4.654817125877505
Kalimantan Barat,Kab. Kapuas Hulu,4.26,4.48,106.5,104.45,1.06,105.01,101.07,99.29,1.6601310267496185,1.7011051009599243,4.677490847567717,4.658236906924784,0.7227059828014898,4.663533429285006,4.625658852415407,4.608065989100117
Kalimantan Barat,Kab. Kayong Utara,6.03,6.42,108.76,107.73,0.81,167.37,105.89,102.6,1.9501867058225735,2.004179057179289,4.6982961639775755,4.6888677450096585,0.5933268452777344,5.126163938669708,4.671800268285854,4.640537329825382
Kalimantan Barat,Kab. Ketapang,10.73,12.03,117.83,105.2,5.69,156.82,117.12,94.72,2.462149662665384,2.567254391136754,4.7776939003019345,4.665324108807838,1.900613874140137,5.061455143092889,4.771701056875722,4.561427263040173
Kalimantan Barat,Kab. Kubu Raya,10.34,11.76,103.46,91.63,8.74,95.42,108.52,92.18,2.428336298299606,2.546315277916644,4.6488042230081525,4.5286130632659365,2.2762411176544437,4.568713648977476,4.696107180980193,4.5345331063886505
Kalimantan Barat,Kab. Landak,4.68,5.0,102.75,97.87,1.72,63.98,53.16,101.99,1.7369512327330598,1.791759469228055,4.641984159110808,4.593805855909042,1.000631880307906,4.174079530240954,3.9919426286040194,4.63463189613771
Kalimantan Barat,Kab. Melawi,3.31,3.45,110.8,104.82,1.57,63.42,59.33,96.88,1.4609379041156565,1.4929040961781488,4.716711560720999,4.661739537475985,0.9439058989071285,4.165424143903053,4.09982949245267,4.583742238574471
Kalimantan Barat,Kab. Mempawah,13.89,16.39,106.74,103.95,7.18,148.98,153.94,102.18,2.7006898466959175,2.855895328366192,4.6797209172523875,4.653484046266642,2.1016921506146558,5.010501951873243,5.043037945203756,4.636475035816504
Kalimantan Barat,Kab. Sambas,12.36,14.4,100.34,100.88,4.23,97.72,79.23,101.11,2.5922651681085,2.7343675094195836,4.618481200047763,4.623795650111256,1.6544112780768316,4.592287560157078,4.3848975097655645,4.6260506635674465
Kalimantan Barat,Kab. Sanggau,8.43,9.2,110.61,97.51,3.47,113.1,140.71,97.82,2.2438960966453663,2.322387720290225,4.715010651667623,4.590158065867588,1.4973884086254776,4.73707525686803,4.9537827158367795,4.593300013417604
Kalimantan Barat,Kab. Sekadau,6.51,7.02,105.41,106.02,2.97,110.29,124.4,97.36,2.0162354657760435,2.081938421878423,4.6672995574536404,4.673015732883159,1.3787660946990992,4.712139406985334,4.83150862819882,4.588634217347992
Kalimantan Barat,Kab. Sintang,8.5,9.31,104.78,97.75,2.83,98.6,75.33,95.75,2.2512917986064953,2.333114298028869,4.6613614656378335,4.592591403781231,1.3428648031925547,4.601162164590552,4.335066045810379,4.572130331909891
Kalimantan Barat,Kota Pontianak,31.64,46.56,99.02,95.97,21.15,96.17,91.89,93.86,3.4855385300959063,3.861992071822581,4.605370165990758,4.574401652316455,3.0978374964911444,4.576462021851348,4.53141599739943,4.552402120449436
Kalimantan Barat,Kota Singkawang,24.85,33.06,106.59,111.43,7.81,115.56,104.47,102.96,3.2523106009544382,3.5281236752345424,4.678327706605818,4.722330805761668,2.175887439948088,4.758406161886949,4.658426552288523,4.6440062097732895
Kalimantan Selatan,Kab. Balangan,4.7,4.95,141.74,110.87,0.5,190.51,114.05,83.04,1.7404661748405046,1.7833912195575383,4.961024793542921,4.717337482858839,0.4054651081081644,5.254940026578468,4.745366816481375,4.4312928759767996
Kalimantan Selatan,Kab. Banjar,11.03,12.51,109.26,100.54,4.65,112.44,115.56,95.8,2.4874035299865875,2.6034301519721073,4.702841213161538,4.620452809519248,1.7316555451583497,4.731274062783817,4.758406161886949,4.572646994282532
Kalimantan Selatan,Kab. Barito Kuala,6.42,6.86,109.83,109.9,1.91,139.82,110.34,103.86,2.004179057179289,2.061786606441115,4.707997495787562,4.7086288943563215,1.068153081183401,4.947482479090987,4.7125885827553615,4.652626127144386
Kalimantan Selatan,Kab. Hulu Sungai Selatan,12.18,13.88,134.03,112.25,1.04,87.5,108.79,92.41,2.578700529074361,2.700018029404946,4.905496975972951,4.7295977643631435,0.712949807856125,4.483002552013883,4.698569450246641,4.5369984058847574
Kalimantan Selatan,Kab. Hulu Sungai Tengah,15.4,18.39,118.72,93.58,1.06,164.69,118.92,89.53,2.797281334830153,2.9647574692545606,4.785155682984498,4.54944603721573,0.7227059828014898,5.1101185725812055,4.786824853794342,4.505681287487349
Kalimantan Selatan,Kab. Hulu Sungai Utara,10.88,12.21,132.86,125.22,0.93,109.01,92.11,99.25,2.474856313934499,2.580974118534234,4.896794477672496,4.838026416156094,0.6575200029167942,4.700571270751344,4.533781589900438,4.6076670661866785
Kalimantan Selatan,Kab. Kotabaru,7.62,8.28,118.2,106.43,2.67,150.41,119.26,91.2,2.154085084675602,2.2278615467981093,4.7808027546312495,4.676839472678451,1.3001916620664788,5.019991389020281,4.789656065611423,4.523960130562548
Kalimantan Selatan,Kab. Tabalong,10.69,11.99,135.23,125.0,3.85,125.3,115.43,95.56,2.458733775483977,2.5641798306825083,4.9143446337779695,4.836281906951478,1.5789787049493917,4.838660029356445,4.7572902340489245,4.570164576789276
Kalimantan Selatan,Kab. Tanah Bumbu,6.18,6.64,158.67,136.55,2.13,103.99,74.35,86.67,1.9712993830601329,2.033397603178429,5.07310918535161,4.923987487370583,1.1410330045520618,4.65386510752685,4.3221439250725044,4.473579765600494
Kalimantan Selatan,Kab. Tanah Laut,9.37,10.34,128.3,99.47,2.33,94.87,107.11,99.29,2.3389170222414357,2.428336298299606,4.8621352857778115,4.609859175474223,1.2029723039923526,4.562993107088905,4.68314922730468,4.608065989100117
Kalimantan Selatan,Kab. Tapin,6.38,6.86,89.35,103.58,1.81,99.15,137.87,109.54,1.998773638612381,2.061786606441115,4.503691017038237,4.649952328759984,1.0331844833456545,4.606669062111827,4.933538243711289,4.705377446405117
Kalimantan Selatan,Kota Banjarbaru,25.08,33.48,110.91,110.23,14.03,111.91,120.4,101.41,3.261168737058452,3.5403794457954922,4.717694976829936,4.711600129603938,2.710048203764883,4.726591041192431,4.799090878625398,4.628984364087346
Kalimantan Selatan,Kota Banjarmasin,23.66,31.12,84.7,83.58,15.62,56.67,53.45,106.7,3.2051824977361982,3.469478889078561,4.450852825603734,4.437697832044343,2.810606789427302,4.0547371076273215,3.9972828493789696,4.679349584162343
Kalimantan Tengah,Kab. Barito Selatan,5.49,5.83,99.82,100.35,1.44,81.28,80.65,99.24,1.8702625307159986,1.9213246735826988,4.6133367486544845,4.618579872898009,0.8919980393051105,4.4101280647847565,4.402441819416474,4.607567310587813
Kalimantan Tengah,Kab. Barito Timur,5.55,5.91,88.41,91.16,1.87,27.84,44.39,107.75,1.8794650496471605,1.9329696377795786,4.493232532747227,4.523526196947581,1.0543120297715298,3.3617633124167483,3.8152918164683745,4.689051669968793
Kalimantan Tengah,Kab. Barito Utara,4.18,4.41,117.9,96.03,1.1,99.58,114.73,83.9,1.6448050562713916,1.6882490928583902,4.778282803696737,4.575020209037208,0.7419373447293773,4.610953430743819,4.751259891859986,4.441474093317302
Kalimantan Tengah,Kab. Gunung Mas,3.06,3.17,99.28,97.6,1.01,42.48,24.15,106.3,1.4011829736136412,1.4279160358107101,4.607966273290093,4.591071261608589,0.6981347220709844,3.7723010622530087,3.224857896545748,4.675628649636653
Kalimantan Tengah,Kab. Kapuas,5.27,5.56,116.4,94.62,1.61,107.28,89.68,81.37,1.8357763546448294,1.8809906029559975,4.765586907393996,4.560382003197957,0.9593502213346021,4.684720464746101,4.507336825639328,4.411221292953157
Kalimantan Tengah,Kab. Katingan,6.5,6.99,103.48,94.17,4.01,86.91,108.99,102.84,2.0149030205422647,2.0781907597781832,4.648995665528121,4.555664766084252,1.6114359150967734,4.476313563863087,4.700389452569025,4.64285125295578
Kalimantan Tengah,Kab. Kotawaringin Barat,15.96,19.15,106.22,106.68,6.07,88.18,96.38,101.7,2.830857630363757,3.0032042883926917,4.674882798399391,4.679163865896418,1.9558604799084813,4.49065679919933,4.578620850754555,4.631812116934513
Kalimantan Tengah,Kab. Kotawaringin Timur,17.84,21.74,102.69,97.79,9.08,91.1,80.21,98.06,2.935982269148217,3.12412548832239,4.6414056785701865,4.592996385056383,2.3105532626432224,4.522874943261261,4.397038392294319,4.595725727160092
Kalimantan Tengah,Kab. Lamandau,6.53,6.98,110.36,100.0,1.94,90.67,70.51,99.13,2.018895041811802,2.0769384114617173,4.71276819658611,4.61512051684126,1.0784095813505903,4.518195171973685,4.2698373000603045,4.606469341719712
Kalimantan Tengah,Kab. Murung Raya,4.0,4.18,110.27,106.96,1.67,102.3,259.9,97.0,1.6094379124341003,1.6448050562713916,4.711959680169609,4.681760788149804,0.9820784724121582,4.637637376125593,5.564137192142683,4.584967478670572
Kalimantan Tengah,Kab. Pulang Pisau,10.23,11.45,113.9,112.83,7.32,184.19,162.75,103.76,2.418588768750352,2.5217206229107165,4.74406218485471,4.734706107337125,2.1186622548331173,5.221382325073914,5.098340874515361,4.651672019639511
Kalimantan Tengah,Kab. Seruyan,6.02,6.4,100.22,94.2,1.39,58.24,29.33,104.24,1.9487632180377197,2.0014800002101243,4.617296365785932,4.55597994179732,0.8712933659434192,4.081596989399598,3.41213732170049,4.656243456172092
Kalimantan Tengah,Kab. Sukamara,4.76,5.02,105.75,103.88,1.43,89.97,162.08,101.81,1.7509374747078,1.7950872593207297,4.670489652108734,4.652816839455444,0.8878912573524571,4.510529781833971,5.094240877951052,4.632882624554627
Kalimantan Tengah,Kota Palangkaraya,14.96,17.78,103.77,106.91,11.96,95.76,101.85,105.34,2.7700855920216627,2.932792473780117,4.651767471364874,4.681297546375642,2.561867690924129,4.572233685741827,4.633271616098966,4.666641508076192
Kalimantan Timur,Kab. Berau,5.89,6.29,129.18,126.63,1.99,118.59,103.76,98.03,1.9300710850255671,1.986503546020567,4.868918108144241,4.8491354529946,1.095273387402595,4.7840692259807165,4.651672019639511,4.5954228345332115
Kalimantan Timur,Kab. Kutai Barat,4.63,4.87,107.1,83.26,0.75,152.91,101.5,79.03,1.728109442151599,1.7698546338400052,4.683056724645162,4.433907256550871,0.5596157879354227,5.0363680159918625,4.629862798578463,4.382401564378955
Kalimantan Timur,Kab. Kutai Kartanegara,7.98,8.72,106.88,130.99,1.82,97.02,109.22,130.87,2.194999882314108,2.2741856184723477,4.681019498271529,4.882726162140863,1.0367368849500223,4.585171539481402,4.70247836845509,4.881816588819608
Kalimantan Timur,Kab. Kutai Timur,4.1,4.59,144.6,141.36,1.39,148.13,113.61,97.21,1.62924053973028,1.7209792871670078,4.980863135762585,4.958359060641992,0.8712933659434192,5.004818408774691,4.741535060508608,4.587108043169683
Kalimantan Timur,Kab. Mahakam Ulu,2.04,2.09,148.56,96.91,0.13,497.6,81.84,77.09,1.1118575154181303,1.128171090909654,5.007697650108913,4.5840486893659795,0.12221763272424921,6.211804171089457,4.416911036527384,4.3578620076745835
Kalimantan Timur,Kab. Paser,7.66,8.35,125.09,118.32,1.8,191.39,152.04,107.38,2.1587147225743437,2.2353763433005955,4.836995937685135,4.781808959646548,1.0296194171811583,5.259524561828881,5.030699325131997,4.685643570137968
Kalimantan Timur,Kab. Penajam Paser Utara,5.55,5.91,115.71,110.2,1.21,163.22,106.48,92.54,1.8794650496471605,1.9329696377795786,4.759692225424263,4.711330381816482,0.7929925155296614,5.101206992280643,4.6773047837472905,4.53838915229774
