provinsi,kabupaten_kota,derajat_desentralisasi_2023,rasio_kemandirian_2023,tingkat_penyerapan_pendapatan,tingkat_penyerapan_belanja,rasio_pajak,rasio_efektivitas_pad,rasio_efektivitas_pajak,rasio_belanja_thd_pendapatan,log_derajat_desentralisasi_2023,log_rasio_kemandirian_2023,log_tingkat_penyerapan_pendapatan,log_tingkat_penyerapan_belanja,log_rasio_pajak,log_rasio_efektivitas_pad,log_rasio_efektivitas_pajak,log_rasio_belanja_thd_pendapatan
Kalimantan Timur,Kota Balikpapan,26.6,36.3,105.9,105.1,19.69,89.11,82.16,103.14,3.3178157727231046,3.6189933266497696,4.671893818030999,4.664382045619937,3.029650491757452,4.501031146246946,4.420766462989812,4.645736147734753
Kalimantan Timur,Kota Bontang,10.77,12.46,145.18,128.27,4.83,122.41,90.94,90.45,2.4655539212721855,2.599722324216582,4.984838739052246,4.861903240295856,1.763017000362401,4.815512145465092,4.521136190378082,4.515792374836875
Kalimantan Timur,Kota Samarinda,21.04,26.74,119.19,111.35,15.12,143.38,156.09,110.01,3.092858984284714,3.3228754148866853,4.7890738239646975,4.721618998631338,2.780060737078482,4.972448712711015,5.056818889511848,4.709620287344555
Kalimantan Utara,Kab. Bulungan,12.94,14.89,127.26,108.3,3.96,146.76,134.09,91.97,2.6347624053323777,2.7656899805486246,4.854059453720717,4.694096395182493,1.601405740736836,4.995589335890984,4.90594122298159,4.532276860467767
Kalimantan Utara,Kab. Malinau,3.71,3.86,114.11,89.1,0.69,150.66,114.94,86.32,1.5496879080283263,1.5810384379124023,4.74588819292697,4.500920164614292,0.5247285289349821,5.02164117327279,4.753072815911587,4.4695795316817435
Kalimantan Utara,Kab. Nunukan,10.88,12.29,119.45,104.89,5.43,190.99,480.36,89.41,2.474856313934499,2.587011872725154,4.79123472906088,4.662400819442363,1.860974538249528,5.257443287338065,6.176615430912096,4.504354880749275
Kalimantan Utara,Kab. Tana Tidung,2.46,2.52,120.2,100.99,0.72,156.94,206.51,87.29,1.2412685890696329,1.2584609896100056,4.797442073635214,4.624874769262426,0.5423242908253617,5.062215214069435,5.335179531280603,4.480626850913491
Kalimantan Utara,Kota Tarakan,15.06,17.79,107.01,108.9,7.46,108.83,107.01,108.92,2.7763317085186157,2.933324813425374,4.682223815430383,4.699570861409576,2.135349173618132,4.698933715800255,4.682223815430383,4.699752828474039
Kepulauan Bangka Belitung,Kab. Bangka,14.34,16.74,97.21,93.21,5.72,109.07,106.84,109.3,2.73046379593911,2.8758219768814333,4.587108043169683,4.545526333060576,1.9050881545350582,4.701116527035301,4.680648647163997,4.703203926259457
Kepulauan Bangka Belitung,Kab. Bangka Barat,7.41,8.1,108.87,99.76,2.74,102.18,90.91,105.23,2.1294214739848565,2.2082744135228043,4.699297848712789,4.61274145148441,1.3190856114264407,4.636475035816504,4.5208098373700185,4.665606554791922
Kepulauan Bangka Belitung,Kab. Bangka Selatan,6.66,7.2,102.38,107.89,2.87,99.97,68.66,109.55,2.0360119837525,2.1041341542702074,4.638411519767893,4.69033819835797,1.3532545070416904,4.614823443016229,4.243626264937855,4.705467907303455
Kepulauan Bangka Belitung,Kab. Bangka Tengah,11.05,12.55,111.84,105.44,5.58,97.78,82.89,103.63,2.489064659936664,2.60638654732571,4.725970886133796,4.667581446109488,1.884034745337226,4.592895155112479,4.429506416858203,4.6504303173929555
Kepulauan Bangka Belitung,Kab. Belitung,16.7,20.28,111.45,100.57,8.42,131.78,118.11,99.2,2.8735646395797834,3.0577676644734435,4.722508678405324,4.6207482159514095,2.2428350885882717,4.888693623291013,4.78004743589281,4.607168188650764
Kepulauan Bangka Belitung,Kab. Belitung Timur,11.76,13.47,107.49,97.36,6.05,95.95,80.25,101.8,2.546315277916644,2.6720775406433925,4.686658002834359,4.588634217347992,1.9530276168241774,4.574195381688661,4.3975308212098465,4.632785353021065
Kepulauan Bangka Belitung,Kota Pangkal Pinang,18.95,23.56,112.76,113.87,12.05,116.11,110.35,105.76,2.9932291433358724,3.2011191032789417,4.73409096605493,4.743801054157313,2.5687881337687024,4.763113664054046,4.712678393703377,4.670583324536324
Kepulauan Riau,Kab. Bintan,24.85,33.2,98.96,95.5,19.79,89.32,86.06,100.38,3.2523106009544382,3.5322256440685598,4.604770105966751,4.56954300834494,3.0344721018699214,4.503358919841406,4.4665975361241514,4.6188758330442035
Kepulauan Riau,Kab. Karimun,30.27,43.64,99.9,92.2,23.35,93.11,120.19,100.77,3.44265917146975,3.7986303180730556,4.6141299273595635,4.534747721691546,3.192531849528599,4.544464310870697,4.797359561980396,4.62271536520384
Kepulauan Riau,Kab. Kepulauan Anambas,2.7,2.79,85.98,77.69,1.63,68.92,72.3,98.19,1.308332819650179,1.332366019094335,4.465678207169493,4.365516082546892,0.9669838461896731,4.24735173134728,4.294560608892605,4.597037202757902
Kepulauan Riau,Kab. Lingga,5.13,5.45,101.02,103.98,2.76,71.73,63.01,113.33,1.81319474994812,1.864080130807681,4.625168872494781,4.653769855824153,1.324418957401803,4.286753954166449,4.159039321153912,4.739089003553879
Kepulauan Riau,Kab. Natuna,6.85,7.4,126.37,110.26,4.11,177.5,368.89,88.08,2.060513531794317,2.128231705849268,4.8470962366016686,4.711869804647147,1.631199404215613,5.184588601219693,5.913205664139371,4.489534842389167
Kepulauan Riau,Kota Batam,49.27,97.7,96.5,92.24,39.51,92.22,91.26,98.04,3.917408477704484,4.592084946439436,4.579852378003801,4.535176814167556,3.701548857214599,4.534962290944595,4.524610678129674,4.595523808936286
Kepulauan Riau,Kota Tanjung Pinang,16.7,20.29,100.69,100.88,9.54,85.79,68.78,110.13,2.8735646395797834,3.058237478905388,4.621928969803046,4.623795650111256,2.355177543113216,4.463491407656154,4.245347435758628,4.710700687197555
Lampung,Kab. Lampung Barat,6.97,7.5,101.99,100.42,1.51,104.71,103.73,99.86,2.075684492802124,2.1400661634962708,4.63463189613771,4.619270310366873,0.9202827531436926,4.660699495780571,4.651385609785055,4.6137334166485795
Lampung,Kab. Lampung Selatan,15.5,18.34,100.43,96.77,7.56,97.09,81.05,96.32,2.803360380906535,2.9621754900251482,4.619368905387905,4.5826177815175795,2.1471001901536506,4.585885424576224,4.4073288175361,4.578004517915322
Lampung,Kab. Lampung Tengah,9.02,9.93,96.86,93.45,5.06,89.02,103.05,98.35,2.3045830956567186,2.391511302188447,4.583537885860977,4.548070593947519,1.801709800081223,4.500031867864786,4.644871552839644,4.598648968997826
Lampung,Kab. Lampung Timur,9.2,10.13,98.17,93.27,3.93,92.78,107.32,98.34,2.322387720290225,2.4096441652874536,4.596835549198034,4.546163005408059,1.5953389880545987,4.5409516136614405,4.685089809163965,4.598548309679204
Lampung,Kab. Lampung Utara,6.19,6.6,94.5,90.89,2.43,70.06,92.51,97.84,1.9726911717329554,2.028148247292285,4.5591262474866845,4.5205922095127935,1.2325602611778486,4.263524590592881,4.5380683824473556,4.593502381120409
Lampung,Kab. Mesuji,9.33,10.3,104.49,98.77,3.11,119.92,99.35,102.31,2.3350522831315472,2.424802725718295,4.658616161693717,4.602867536925416,1.4134230285081433,4.795129169911258,4.608664075242347,4.637734176861354
Lampung,Kab. Pesawaran,7.26,7.83,92.94,92.34,3.37,52.19,55.58,101.23,2.1114245875328868,2.178155014615869,4.542656280598849,4.536248740521669,1.4747630091074988,3.9738704087542263,4.035655565873421,4.627225176768922
Lampung,Kab. Pesisir Barat,2.84,2.98,91.61,86.32,1.71,22.41,100.59,100.03,1.3454723665996355,1.3812818192963463,4.528397127182178,4.4695795316817435,0.9969486348916096,3.1531632815028194,4.620945105103454,4.615417502439641
Lampung,Kab. Pringsewu,11.66,13.2,99.74,98.17,3.58,107.18,88.19,100.71,2.5384474167160302,2.653241964607215,4.612542940317504,4.596835549198034,1.5216989981260935,4.683796506443281,4.490768925678116,4.622125626637505
Lampung,Kab. Tanggamus,3.43,3.63,83.37,83.78,1.52,51.06,118.46,100.44,1.4883995840570443,1.5325568680981427,4.435211888177536,4.440059665924491,0.9242589015233319,3.9523968995664194,4.7829815873041595,4.6194674906889155
Lampung,Kab. Tulang Bawang,9.83,10.9,91.29,92.2,3.0,91.28,81.8,102.18,2.382320061012899,2.4765384001174837,4.524935793277486,4.534747721691546,1.3862943611198906,4.524827433305553,4.416428061391214,4.636475035816504
Lampung,Kab. Tulang Bawang Barat,5.97,6.35,99.55,94.59,3.1,105.41,103.19,92.1,1.9416152247724325,1.9947003132247452,4.610655116218661,4.560068212075671,1.410986973710262,4.6672995574536404,4.646216155424092,4.533674184283021
Lampung,Kab. Way Kanan,5.95,6.33,100.28,100.77,1.71,95.96,105.86,100.9,1.9387416595767009,1.9919755158985601,4.617888958395866,4.62271536520384,0.9969486348916096,4.574298522321004,4.671519566529625,4.623991940228679
Lampung,Kota Bandar Lampung,30.21,43.28,95.93,96.32,23.78,86.83,105.14,99.04,3.440738556282688,3.790533107840436,4.573989068504517,4.578004517915322,3.2100368762009963,4.475403127929026,4.664758977399749,4.605570106009418
Lampung,Kota Metro,29.53,41.9,106.7,107.67,4.29,120.86,105.48,102.14,3.4187098067467865,3.758871825933971,4.679349584162343,4.68831576707476,1.665818245870208,4.802872844820349,4.667957174086856,4.636087288622813
Maluku,Kab. Buru,3.95,4.15,96.1,94.08,1.62,77.04,78.33,97.75,1.599387576580599,1.6389967146756448,4.575741375297279,4.554718642491993,0.9631743177730056,4.357221515754911,4.373616367313912,4.592591403781231
Maluku,Kab. Buru Selatan,2.87,2.98,98.97,92.07,0.72,52.73,71.47,96.06,1.3532545070416904,1.3812818192963463,4.60487014097909,4.533351898197619,0.5423242908253617,3.98397150474073,4.28317268312119,4.57532934397707
Maluku,Kab. Kepulauan Aru,3.5,3.65,93.93,91.57,0.69,49.97,92.86,99.12,1.5040773967762742,1.536867219599265,4.5531397778937075,4.52796511507912,0.5247285289349821,3.93123722435195,4.541804310366271,4.6063694665635735
Maluku,Kab. Kepulauan Tanimbar,2.86,2.97,96.06,85.92,0.72,80.79,59.16,93.23,1.3506671834767394,1.3787660946990992,4.57532934397707,4.464988155388229,0.5423242908253617,4.4041549867468825,4.097007679641584,4.545738602218665
Maluku,Kab. Maluku Barat Daya,5.25,5.58,89.3,89.68,2.42,30.53,31.13,105.33,1.8325814637483102,1.884034745337226,4.5031374604229395,4.507336825639328,1.2296405510745139,3.4509394735569696,3.469790173127767,4.666547465662995
Maluku,Kab. Maluku Tengah,5.02,5.34,94.75,92.9,1.65,66.33,93.09,99.5,1.7950872593207297,1.8468787684491346,4.561740628060756,4.542230386214217,0.9745596399981308,4.20960590255719,4.544251771018675,4.61015772749913
Maluku,Kab. Maluku Tenggara,4.92,5.31,97.08,92.51,1.12,76.03,34.95,93.02,1.7783364488959144,1.8421356765531218,4.585783472187901,4.5380683824473556,0.7514160886839212,4.344194956364874,3.5821290841670557,4.5435075255959845
Maluku,Kab. Seram Bagian Barat,2.2,2.32,100.65,88.72,0.96,79.92,104.06,91.16,1.1631508098056809,1.199964782928397,4.621535540074356,4.496693709652008,0.6729444732424258,4.393461012299545,4.654531615525816,4.523526196947581
Maluku,Kab. Seram Bagian Timur,1.72,1.78,103.86,104.29,0.72,114.09,113.99,100.42,1.000631880307906,1.0224509277025458,4.652626127144386,4.656718447868668,0.5423242908253617,4.745714430980399,4.744845168060573,4.619270310366873
Maluku,Kota Ambon,21.26,27.53,101.13,98.96,11.13,126.26,101.92,98.87,3.102791345847399,3.3509561652254085,4.626246511590008,4.604770105966751,2.495681722955959,4.846232237804646,4.6339519874135435,4.603869340255043
Maluku,Kota Tual,4.82,5.22,98.94,94.44,1.38,85.98,102.45,96.61,1.7613002617433464,1.827769906751088,4.604570005916059,4.55849777778966,0.8671004876833833,4.465678207169493,4.639088404191552,4.580979947186874
Maluku Utara,Kab. Halmahera Barat,3.96,4.27,87.33,87.04,0.8,26.71,87.13,103.89,1.601405740736836,1.6620303625532709,4.4810798007570405,4.477791256658261,0.5877866649021191,3.321793358874887,4.478812997111569,4.652912181973512
Maluku Utara,Kab. Halmahera Selatan,10.63,11.96,101.87,104.24,7.24,116.36,198.37,99.94,2.453587966530573,2.561867690924129,4.6334660551429385,4.656243456172092,2.1090003439213802,4.765246133834726,5.295162394854736,4.614526280912116
Maluku Utara,Kab. Halmahera Tengah,11.89,13.54,90.22,80.4,2.94,64.24,32.89,89.11,2.556451816951096,2.6769034721053733,4.5132741712835545,4.399375273008495,1.3711807233098425,4.178072777752813,3.52311998561896,4.501031146246946
Maluku Utara,Kab. Halmahera Timur,3.63,3.78,95.11,95.69,1.52,36.18,120.77,113.81,1.5325568680981427,1.5644405465033646,4.565493368835193,4.5715099844954565,0.9242589015233319,3.6157709822932977,4.802134019518916,4.743278588105721
Maluku Utara,Kab. Halmahera Utara,11.03,12.54,86.51,84.33,2.11,94.16,46.76,100.49,2.4874035299865875,2.605648267484129,4.47175307254774,4.446526092548494,1.1346227261911428,4.555559685434757,3.8661884690843467,4.619960271460727
Maluku Utara,Kab. Kepulauan Sula,2.69,2.78,100.18,103.39,0.97,86.7,92.91,106.81,1.3056264580524357,1.3297240096314962,4.61690110886379,4.648133885420207,0.6780335427498971,4.473921899378137,4.542336876816522,4.680370418551027
Maluku Utara,Kab. Pulau Morotai,3.48,3.6,94.01,87.31,0.67,35.38,16.22,98.29,1.4996230464268938,1.5260563034950494,4.553982149218658,4.480853351480711,0.5128236264286637,3.5940191730899764,2.8460714989995846,4.598044861045503
Maluku Utara,Kab. Pulau Taliabu,2.45,2.51,83.93,81.3,0.46,10.47,3.95,99.61,1.2383742310432684,1.2556160374777743,4.441827387791918,4.410371107683024,0.3784364357202451,2.4397349311412793,1.599387576580599,4.611251656303959
Maluku Utara,Kota Ternate,10.77,12.18,85.0,88.38,7.79,67.05,104.47,103.98,2.4655539212721855,2.578700529074361,4.454347296253507,4.492896943505305,2.1736147116970854,4.220242729097475,4.658426552288523,4.653769855824153
Maluku Utara,Kota Tidore Kepulauan,5.78,6.17,100.17,101.1,1.37,99.53,127.22,105.81,1.9139771019523042,1.969905654611529,4.616802270217799,4.625952725170619,0.8628899551470398,4.610456190417329,4.853747538559111,4.671051555101604
Nusa Tenggara Barat,Kab. Bima,8.35,9.15,99.52,97.31,0.9,95.24,69.16,99.97,2.2353763433005955,2.3174737054877963,4.610356712675391,4.588125751378833,0.6418538861723948,4.566845071666424,4.250778348063927,4.614823443016229
Nusa Tenggara Barat,Kab. Dompu,9.84,11.11,102.26,103.12,1.81,122.13,136.42,104.51,2.3832429960115,2.494031557565001,4.637250079451503,4.645544080126364,1.0331844833456545,4.81324070780478,4.92304192960293,4.658805735154001
Nusa Tenggara Barat,Kab. Lombok Barat,19.19,23.79,98.73,98.22,7.19,92.92,82.72,97.74,3.005187432324746,3.210440346047099,4.602466534413777,4.597339606872903,2.102913897864978,4.5424433560797866,4.427477897577799,4.592490132830717
Nusa Tenggara Barat,Kab. Lombok Tengah,11.52,13.31,98.58,98.53,6.46,86.21,73.48,99.25,2.5273273656719524,2.6609585935683597,4.600961341214036,4.600459106257972,2.0095554142156695,4.468319003238894,4.310530632968812,4.6076670661866785
Nusa Tenggara Barat,Kab. Lombok Timur,13.53,15.74,98.42,94.03,2.85,87.56,73.88,93.63,2.6762154775821916,2.8178010650613294,4.599353300666526,4.5541926312232235,1.3480731482996928,4.4836802884003815,4.315886832169337,4.549974550520141
Nusa Tenggara Barat,Kab. Lombok Utara,19.83,25.45,108.38,107.01,13.23,133.25,160.63,98.85,3.0363942552728806,3.2752561583043085,4.694828057918627,4.682223815430383,2.655352412101761,4.899703733388974,5.085309772421717,4.603669059861824
Nusa Tenggara Barat,Kab. Sumbawa,9.43,10.58,96.84,93.99,2.48,79.91,111.71,100.53,2.344686269012681,2.449279472144849,4.583333491378917,4.553771622902091,1.247032293786383,4.393337425819748,4.724818148253987,4.6203543213131315
Nusa Tenggara Barat,Kab. Sumbawa Barat,9.13,10.13,139.09,151.16,4.44,129.39,134.4,114.23,2.315501318260592,2.4096441652874536,4.942285073208023,5.02493259879708,1.6937790608678513,4.87052995943538,4.9082333604781745,4.746930131025923
Nusa Tenggara Barat,Kota Bima,6.65,7.22,98.75,98.93,3.0,94.16,93.07,107.35,2.0347056478384444,2.1065702090680887,4.602667055769973,4.604469940873698,1.3862943611198906,4.555559685434757,4.54403918598386,4.685366727982368
Nusa Tenggara Barat,Kota Mataram,28.46,40.54,106.09,104.39,11.19,124.92,116.13,99.14,3.3830334110344844,3.726656818447966,4.673669602412784,4.657667754945845,2.5006159434931803,4.835646784669093,4.763284429081783,4.606569206901798
Nusa Tenggara Timur,Kab. Alor,5.68,6.11,103.34,101.1,1.33,129.13,101.16,97.37,1.8991179875485542,1.9615022438151495,4.647654797594247,4.625952725170619,0.8458682675776092,4.868533950788666,4.626540211724284,4.588735879524666
Nusa Tenggara Timur,Kab. Belu,11.77,13.56,101.59,95.6,2.14,119.29,69.49,96.39,2.547098670044448,2.67827804276854,4.630740462099621,4.570578741218473,1.144222799920162,4.789905494005981,4.255470855785784,4.578723535973108
Nusa Tenggara Timur,Kab. Ende,6.09,6.57,96.08,95.08,1.53,86.08,51.11,99.55,1.958685340544036,2.0241930674493576,4.5755353808584,4.565181177771728,0.9282193027394289,4.466827236366346,3.9533568689211234,4.610655116218661
Nusa Tenggara Timur,Kab. Flores Timur,4.38,4.63,100.86,98.09,1.31,104.97,86.35,96.75,1.682688374173693,1.728109442151599,4.623599321456458,4.596028528070808,0.8372475245337022,4.663156035186745,4.469923036580066,4.582413198865475
Nusa Tenggara Timur,Kab. Kupang,5.1,5.47,97.88,91.24,2.18,73.06,89.85,96.03,1.8082887711792655,1.8671761085128091,4.59390699370938,4.524393875960803,1.1568811967920856,4.304875575485466,4.50920979484218,4.575020209037208
Nusa Tenggara Timur,Kab. Lembata,5.77,6.19,101.72,112.23,1.56,102.95,95.99,107.02,1.9125010869241836,1.9726911717329554,4.632006839941651,4.729421148325948,0.9400072584914712,4.643910014304022,4.574607880405451,4.682316395164745
Nusa Tenggara Timur,Kab. Malaka,5.07,5.4,103.37,98.06,1.16,121.94,111.93,99.13,1.803358605071407,1.8562979903656263,4.647942277831961,4.595725727160092,0.7701082216960736,4.811696431478864,4.726768157735579,4.606469341719712
Nusa Tenggara Timur,Kab. Manggarai,8.95,10.01,99.33,99.73,1.95,96.25,66.91,104.9,2.2975725511705014,2.3988039507345884,4.608464752937522,4.612443669954589,1.0818051703517284,4.577284982498556,4.2181832991257,4.662495252607361
Nusa Tenggara Timur,Kab. Manggarai Barat,16.98,20.71,93.02,88.23,12.86,74.57,83.69,94.65,2.8892600290434745,3.0777729838902004,4.5435075255959845,4.49121730591206,2.6290069937617573,4.325059379032629,4.4389975309335075,4.560695695886262
Nusa Tenggara Timur,Kab. Manggarai Timur,3.9,4.11,99.94,94.09,1.56,72.74,64.81,99.81,1.589235205116581,1.631199404215613,4.614526280912116,4.554823811551353,0.9400072584914712,4.300545392805998,4.186771802468027,4.61323755706585
Nusa Tenggara Timur,Kab. Nagekeo,4.68,4.98,98.99,92.57,0.64,83.62,64.63,94.63,1.7369512327330598,1.7884205679625405,4.605070180987758,4.5387098192878215,0.49469624183610705,4.438170645291922,4.184032908485631,4.560486578361451
Nusa Tenggara Timur,Kab. Ngada,5.91,6.33,100.02,96.97,1.05,96.07,86.33,97.9,1.9329696377795786,1.9919755158985601,4.615318517039906,4.584661309356551,0.7178397931503169,4.575432367724135,4.469694046425642,4.594109238628667
Nusa Tenggara Timur,Kab. Rote Ndao,3.78,3.97,101.01,94.14,1.78,118.47,134.06,95.56,1.5644405465033646,1.6034198401085373,4.625070847694428,4.555349491004136,1.0224509277025458,4.783065293829132,4.905719124146696,4.570164576789276
Nusa Tenggara Timur,Kab. Sabu Raijua,3.78,3.98,99.95,95.46,0.77,57.45,106.3,97.17,1.5644405465033646,1.6054298910365616,4.614625344758847,4.569128414640826,0.5709795465857378,4.068171687918078,4.675628649636653,4.58670066970443
Nusa Tenggara Timur,Kab. Sikka,9.16,10.23,96.74,83.91,2.09,99.82,67.34,98.68,2.318458442150336,2.418588768750352,4.582310891842009,4.441591872011272,1.128171090909654,4.6133367486544845,4.2244952466871455,4.601965055039143
Nusa Tenggara Timur,Kab. Sumba Barat,10.23,11.53,104.66,100.01,4.58,142.32,175.89,98.35,2.418588768750352,2.528125768907977,4.6602263917361695,4.615219521841093,1.7191887763932197,4.965079892436753,5.1755280704554165,4.598648968997826
Nusa Tenggara Timur,Kab. Sumba Barat Daya,3.01,3.16,104.61,102.65,1.3,94.92,93.62,98.13,1.3887912413184778,1.425515074273172,4.659753063758383,4.641019838881789,0.832909122935104,4.5635145107192585,4.549868870203002,4.596432120044806
Nusa Tenggara Timur,Kab. Sumba Tengah,2.39,2.51,104.16,97.28,0.88,95.42,90.23,94.78,1.220829921392359,1.2556160374777743,4.655482999861681,4.587820547652979,0.6312717768418579,4.568713648977476,4.513383790357383,4.562053894914463
Nusa Tenggara Timur,Kab. Sumba Timur,8.97,9.99,100.13,91.49,2.45,103.19,85.93,96.1,2.299580583973747,2.39698576841553,4.616406817914079,4.527100530566169,1.2383742310432684,4.646216155424092,4.465103197090973,4.575741375297279
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,4.02,4.46,96.38,87.3,1.06,85.8,116.95,90.23,1.6134299337036377,1.6974487897568136,4.578620850754555,4.480740107609915,0.7227059828014898,4.463606621666305,4.770260805853684,4.513383790357383
Nusa Tenggara Timur,Kab. Timor Tengah Utara,4.9,5.23,96.08,87.79,1.16,85.36,79.36,94.7,1.7749523509116738,1.8293763327993617,4.5755353808584,4.4862740310442355,0.7701082216960736,4.458524605646606,4.386516539946734,4.5612182984589085
Nusa Tenggara Timur,Kota Kupang,16.49,20.08,97.45,95.48,10.94,88.46,102.51,97.67,2.8616292890305104,3.0483247236731614,4.589548805085134,4.5693357329788755,2.479894107964456,4.493791598004702,4.639668226395659,4.591780948869076
Papua,Kab. Biak Numfor,1.76,2.03,102.62,99.76,1.03,58.35,85.4,101.28,1.0152306797290587,1.1085626195212777,4.640730361386642,4.61274145148441,0.708035793053696,4.083452121055677,4.45898767581001,4.627714150422986
Papua,Kab. Jayapura,9.23,10.23,98.84,100.31,3.35,89.78,58.07,101.25,2.325324579963535,2.418588768750352,4.603568904621118,4.618185123065586,1.4701758451005928,4.508438997028319,4.078723181319144,4.627420794922911
Papua,Kab. Keerom,1.23,1.3,105.75,106.72,0.5,119.78,153.96,100.05,0.8020015854720274,0.832909122935104,4.670489652108734,4.679535267943399,0.4054651081081644,4.793970708879755,5.043167019098741,4.61561544384963
Papua,Kab. Kepulauan Yapen,1.77,1.9,100.83,100.57,0.54,62.44,62.04,98.8,1.0188473201992472,1.0647107369924282,4.623304756183574,4.6207482159514095,0.43178241642553783,4.150094577326593,4.143769445549624,4.603168183317418
Papua,Kab. Mamberamo Raya,0.86,0.97,103.29,105.31,0.19,106.94,52.1,103.23,0.6205764877251099,0.6780335427498971,4.6471754801331215,4.666359354300514,0.173953307123438,4.681575517190497,3.9721769282478934,4.646599995751231
Papua,Kab. Sarmi,1.59,1.69,104.14,105.77,0.38,208.44,135.55,103.23,0.9516578757114464,0.9895411936137477,4.655292795391302,4.670676988190211,0.32208349916911333,5.34443730216159,4.916690847919714,4.646599995751231
Papua,Kab. Supiori,1.55,1.63,105.16,99.47,0.3,135.07,79.85,104.77,0.9360933591703348,0.9669838461896731,4.664947390023952,4.609859175474223,0.26236426446749106,4.913169459202767,4.392595586023115,4.6612669253399615
Papua,Kab. Waropen,0.44,0.45,101.54,105.26,0.08,36.76,18.08,97.7,0.36464311358790924,0.37156355643248307,4.630252966355554,4.665888921022797,0.07696104113612832,3.6312503412773,2.9486406660201405,4.592084946439436
Papua,Kota Jayapura,17.35,21.63,101.49,103.19,14.22,105.24,102.17,103.55,2.9096295745005794,3.119276459645446,4.6297652328434715,4.646216155424092,2.7226103524335397,4.665700685728123,4.6363781131122845,4.649665425874643
Papua Barat,Kab. Fak Fak,1.58,1.63,102.32,100.6,0.63,79.44,110.37,105.3,0.9477893989335261,0.9669838461896731,4.6378309682276395,4.6210435351443815,0.48858001481867097,4.387511564904451,4.712857991405009,4.666265285347902
Papua Barat,Kab. Kaimana,2.3,2.36,101.97,89.35,0.59,120.13,114.91,94.44,1.1939224684724346,1.2119409739751128,4.63443768366866,4.503691017038237,0.4637340162321401,4.796864349028711,4.752814027900653,4.55849777778966
Papua Barat,Kab. Manokwari,6.12,6.56,103.57,103.49,3.41,81.1,85.04,97.22,1.9629077254238845,2.0228711901914416,4.649856703610498,4.649091373046019,1.4838746894587547,4.407938016458383,4.454812304399529,4.5872098606110985
Papua Barat,Kab. Manokwari Selatan,1.17,1.19,109.14,106.16,0.19,135.34,21.51,100.29,0.7747271675523681,0.7839015438284094,4.7017522838343355,4.674323044676408,0.173953307123438,4.915151765934639,3.113959654918641,4.6179876896987055
Papua Barat,Kab. Pegunungan Arfak,0.59,0.59,103.49,108.37,0.0,168.08,2.4,102.56,0.4637340162321401,0.4637340162321401,4.649091373046019,4.694736629347134,0.0,5.130371975698589,1.2237754316221157,4.640151154883337
Papua Barat,Kab. Teluk Bintuni,3.22,3.33,106.23,102.91,1.98,135.35,102.84,102.93,1.4398351280479205,1.4655675420143985,4.674976060232054,4.643525139864555,1.091923300517313,4.9152251092915975,4.64285125295578,4.6437175956003305
Papua Barat,Kab. Teluk Wondama,2.58,2.68,108.22,106.33,0.49,81.83,89.01,98.71,1.275362800412609,1.3029127521808397,4.693364196724008,4.675908200493433,0.3987761199573678,4.416790314610172,4.499920775268994,4.602265972840701
Papua Barat Daya,Kab. Maybrat,1.18,1.19,107.56,100.7,0.02,314.66,100.0,98.23,0.7793248768009976,0.7839015438284094,4.687303015526614,4.622027303054514,0.019802627296179712,5.754665684970771,4.61512051684126,4.5974403879261505
Papua Barat Daya,Kab. Raja Ampat,2.06,2.14,100.34,105.8,0.73,49.84,100.0,105.3,1.1184149159642893,1.144222799920162,4.618481200047763,4.6709579265260945,0.5481214085096876,3.928683446321253,4.61512051684126,4.666265285347902
Papua Barat Daya,Kab. Sorong,7.47,8.11,118.98,112.7,1.25,125.51,136.01,98.11,2.136530508663963,2.209372711271867,4.787325062224947,4.73356340075649,0.8109302162163288,4.840321356426578,4.920053915865017,4.596230344418617
Papua Barat Daya,Kab. Sorong Selatan,2.06,2.13,96.26,94.98,0.16,86.52,47.57,94.69,1.1184149159642893,1.1410330045520618,4.57738780497564,4.564139836430099,0.14842000511827327,4.471867338673671,3.8830060563576536,4.561113799791172
Papua Barat Daya,Kab. Tambrauw,0.67,0.68,106.82,107.02,0.05,190.77,252.39,95.55,0.5128236264286637,0.5187937934151676,4.680463170023523,4.682316395164745,0.04879016416943201,5.256296737285425,5.53492980380921,4.570061008874523
Papua Barat Daya,Kota Sorong,12.84,14.92,107.59,105.21,5.62,134.64,117.94,97.71,2.6275629501895237,2.767576180416237,4.687579322228809,4.6654182663334485,1.890095369948917,4.910004317257438,4.778619164278448,4.5921862584297966
Papua Pegunungan,Kab. Jayawijaya,4.94,5.35,103.83,100.79,1.07,300.0,141.02,108.72,1.7817091333745536,1.8484548129046001,4.6523399904644815,4.622911867464248,0.7275486072772778,5.707110264748875,4.9559678927539474,4.697931666069403
Papua Pegunungan,Kab. Lanny Jaya,0.55,0.57,100.35,99.49,0.14,75.25,43.99,101.23,0.4382549309311553,0.4510756193602167,4.618579872898009,4.610058220060867,0.1310282624064041,4.334017415487521,3.806440242853081,4.627225176768922
Papua Pegunungan,Kab. Mamberamo Tengah,0.71,0.74,103.82,95.7,0.08,239.38,52.73,102.33,0.5364933705145685,0.5538851132264376,4.65224459337402,4.571613402459248,0.07696104113612832,5.482221004524643,3.98397150474073,4.637927750226264
